,brand,model,model_year,milage,fuel_type,engine,transmission,accident,clean_title,price
185,Lincoln,Navigator L,2008,95000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,10900
186,Hyundai,Elantra GLS,2010,107000,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Reported,Yes,6250
187,Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,24700
188,Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,None,Yes,34999
189,Tesla,Model Y Performance,2023,500,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,None,Yes,60000
190,Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,63500
191,Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,149500
192,Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422,Gasoline,4.7 Liter Twin Turbo,Automatic,None,Unknown,44798
193,Chevrolet,Blazer Premier,2019,55621,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,None,Unknown,34562
194,Mazda,CX-9 Grand Touring,2021,46707,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Reported,Yes,32541
195,Ford,Expedition Max Limited,2022,26500,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,65900
196,Nissan,Titan XD SV,2020,10001,Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,None,Yes,47214
197,Lexus,LX 570 Three-Row,2019,19050,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,76900
198,Chevrolet,Traverse Premier,2020,52000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,35800
199,Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Reported,Yes,54999
200,BMW,X5 3.0i,2004,140000,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,6730
201,Ford,Fusion SE,2018,75600,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,14950
202,Lincoln,MKZ Base,2015,117292,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,12000
203,Ford,GT,2005,1897,Gasoline,5.4 Liter SC DOHC,Manual,None,Unknown,429998
204,Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,33600
205,Lexus,LC 500 Base,2022,2071,Gasoline,5.0L V8 32V PDI DOHC,Automatic,None,Unknown,99950
206,Ford,Shelby GT500 Base,2014,15629,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,None,Unknown,61900
207,Saturn,Sky Base,2008,15020,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,18500
208,Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,None,Unknown,119900
209,Toyota,Land Cruiser,2016,50361,Gasoline,5.7 Liter,Automatic,None,Unknown,65998
210,Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,36000
211,Porsche,911 Carrera C2S,2005,28500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,63500
212,Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,32000
213,Ford,Taurus X Limited,2008,148949,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,3900
214,BMW,440 Gran Coupe i,2018,39300,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,31750
215,Honda,S2000 CR,2008,82323,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,28500
216,Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,1.5 Liter Turbo,Variable,None,Unknown,34998
217,Ford,Excursion Limited,2001,109357,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,None,Yes,12749
218,Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,18853
219,Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,104999
220,INFINITI,G35 Sport,2007,37100,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,16900
221,Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,14500
222,Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,None,Unknown,53900
223,Lincoln,Navigator L Reserve,2019,67073,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Reported,Yes,47999
224,Maserati,Ghibli S Q4,2015,28700,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Unknown,Unknown,24900
225,Tesla,Model X Base,2023,8200,Gasoline,670.0HP Electric Motor Electric Fuel System,A/T,None,Yes,93999
226,Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,108900
227,Ford,Expedition Limited,2018,98995,Gasoline,3.5 Liter GTDI,Automatic,None,Unknown,34998
228,Volkswagen,Routan SE,2012,123815,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,5000
229,Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,None,Yes,1950995
230,Toyota,Highlander XLE,2020,61341,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Reported,Unknown,34084
231,Honda,Civic LX,2016,96473,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,None,Unknown,15599
232,Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,None,Unknown,31331
233,Land,Rover Range Rover Supercharged,2008,114287,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,9900
234,Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,None,Yes,14500
235,BMW,M6 Base,2016,45800,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Unknown,Unknown,36800
236,Polestar,2 Launch Edition,2021,12172,Gasoline,Electric,1-Speed Automatic,None,Unknown,35999
237,BMW,X6 sDrive35i,2016,70582,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,35000
238,Porsche,Cayman S,2014,33088,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,49750
239,Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,None,Yes,49000
240,Cadillac,DTS Luxury II,2008,94155,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None,Yes,10500
241,Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,17999
242,GMC,Sierra 1500 SLT,2016,99500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,27995
243,INFINITI,G37 x,2009,158564,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,8750
244,Ford,Transit-350 XLT,2023,20000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,78499
245,Cadillac,XTS Luxury,2018,46711,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Reported,Yes,20850
246,Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,41000
247,Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,None,Yes,53800
248,Toyota,Land Cruiser Base,2008,175000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Reported,Yes,37900
249,Toyota,Land Cruiser Base,2016,61500,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,63500
250,RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,65000
251,Lamborghini,Gallardo Base,2007,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,100000
252,Lincoln,MKZ Base,2011,83765,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,8995
253,Mercedes-Benz,EQS 450 4MATIC,2023,7388,Gasoline,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,None,Yes,105500
254,Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,None,Unknown,359991
255,Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,None,Unknown,75900
256,Chevrolet,Trailblazer LT,2021,50648,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,None,Unknown,23995
257,Toyota,Land Cruiser Base,1993,231500,–,–,A/T,None,Yes,29500
258,Lamborghini,Urus Base,2021,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,257000
259,INFINITI,G37 x,2013,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,15000
260,Maserati,Levante S,2017,54423,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,33950
261,Toyota,Highlander Limited,2022,24001,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,None,Unknown,47498
262,Nissan,Armada SL,2022,14735,Gasoline,5.6 Liter,Automatic,None,Unknown,50998
263,Audi,Q5 Premium,2023,2425,Hybrid,2.0 Liter TFSI,Automatic,None,Unknown,42998
264,Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,94999
265,Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,46995
266,Mercedes-Benz,EQS 450+ Base,2022,16238,Gasoline,329.0HP Electric Motor Electric Fuel System,1-Speed A/T,None,Yes,62479
267,RAM,1500 Laramie,2022,18051,Gasoline,5.7L V8 16V MPFI OHV,Automatic,None,Yes,47995
268,Lincoln,Town Car Base,2004,36524,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None,Yes,14900
269,Acura,TLX w/A-Spec Package,2022,14896,Gasoline,2.0 Liter DOHC Turbo,2,None,Unknown,39998
270,Toyota,Camry Hybrid LE,2022,14048,Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,None,Unknown,29999
271,Honda,CR-V EX,2003,224000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,None,Yes,3900
272,Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,26000
273,Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,11000
274,Porsche,718 Boxster Base,2019,6700,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,63000
275,Ford,Transit-350 XLT,2015,143000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,22500
276,Kia,Sportage SX Turbo,2017,87842,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,None,Yes,18688
277,INFINITI,G37 S Sport,2010,116451,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,16500
278,Nissan,Titan XD S,2019,53677,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,27900
279,Audi,S7 2.9T Prestige,2021,12000,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,None,Yes,77500
280,Land,Rover Discovery HSE,2019,20034,Gasoline,3.0 Liter,Automatic,None,Unknown,43998
281,Ford,Transit-350 XLT,2020,32000,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,None,Yes,68000
282,INFINITI,Q70 3.7,2014,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,19995
283,Jeep,Gladiator Rubicon,2022,8794,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,54000
284,Lincoln,MKX Base,2010,156000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Reported,Yes,5900
285,Porsche,911 Carrera 4S,2020,25568,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Manual,None,Yes,134999
286,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,34250
287,Porsche,Cayman Base,2014,52000,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,37000
288,Acura,MDX 3.7L Advance,2011,137200,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,12000
289,Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,32000
290,Kia,Forte GT-Line,2023,15500,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Reported,Yes,24500
291,BMW,M8 Competition,2020,10906,Gasoline,4.4 Liter Twin Turbo,Automatic,None,Unknown,96998
292,Lincoln,MKC Select,2019,49814,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,None,Unknown,26545
293,BMW,i8 Base,2015,846,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,None,Yes,86999
294,Toyota,Highlander XLE,2021,67039,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,None,Unknown,34645
295,Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5L I4 16V,6-Speed Automatic,None,Unknown,28535
296,Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Reported,Yes,43550
297,Lincoln,MKZ Reserve,2017,37375,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,27500
298,Tesla,Model 3 Standard Range Plus,2021,21600,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,None,Yes,31000
299,Porsche,718 Cayman S,2019,9500,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,69000
300,Chevrolet,Corvette Base,2005,143095,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None,Yes,16000
301,Acura,RSX Type S,2002,80000,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,8500
302,Ferrari,Roma Base,2021,3000,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,275000
303,Porsche,Cayman S,2007,5856,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,45000
304,Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,6.8L V12 48V GDI DOHC,8-Speed Automatic,None,Yes,488880
305,Audi,SQ7 4.0T,2022,28927,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,None,Unknown,74900
306,Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,None,Yes,144664
307,Honda,Ridgeline RTL-E,2021,14442,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,None,Yes,38500
308,Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,12995
309,Lexus,GX 470 Base,2004,154000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,10000
310,Lexus,NX 200t Base,2015,54000,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,27000
311,Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Reported,Yes,6000
312,Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,None,Yes,52645
313,Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,2.0 Liter,Automatic,None,Unknown,35998
314,Aston,Martin DBX Base,2021,2353,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,None,Yes,159500
315,Audi,Q3 45 S line Premium,2022,9325,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,None,Unknown,33610
316,Ford,Explorer XLT,2020,61001,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Reported,Yes,28616
317,Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,None,Yes,46900
318,Subaru,BRZ Premium,2023,5800,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,29990
319,BMW,640 i,2016,40080,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,28499
320,Kia,Stinger GT2,2020,57000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,36500
321,Chevrolet,Bolt EUV Premier,2022,7624,Gasoline,Electric,1-Speed Automatic,None,Yes,31985
322,Subaru,Forester 2.5 XT,2004,122000,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Reported,Yes,9999
323,Kia,Sportage X-Pro,2023,459,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,None,Unknown,36998
324,BMW,M4 Base,2016,62500,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Reported,Yes,40500
325,Hyundai,Equus Signature,2013,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,17500
326,Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr","Automatic, 9-Spd 9G-Tronic",None,Unknown,69900
327,BMW,M550 i xDrive,2020,40000,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,53000
328,Subaru,Impreza WRX STI,2014,77000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,30000
329,Mercedes-Benz,AMG G 63 Base,2019,19593,Gasoline,4.0 Liter Twin Turbo,Automatic,None,Unknown,159998
330,Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,None,Unknown,22966
331,Hyundai,Veloster Base,2013,800,Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,9800
332,Bentley,Bentayga S,2023,2600,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,None,Yes,239995
333,Land,Rover Defender X-Dynamic SE,2023,6204,Hybrid,3.0 Liter,Automatic,None,Unknown,79998
334,Kia,Telluride SX,2020,69185,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,None,Unknown,37405
335,Maserati,GranTurismo Sport,2015,45000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,41900
336,BMW,540 i xDrive,2020,37426,Gasoline,2.0 Liter Turbo,Automatic,None,Unknown,39998
337,INFINITI,M56 Base,2011,137000,Gasoline,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,8500
338,Mazda,Mazda3 s Grand Touring,2016,85000,–,–,A/T,Reported,Yes,18500
339,Chevrolet,Corvette Stingray w/1LT,2023,4000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,73900
340,Audi,Q5 S line Premium Plus,2023,4648,Hybrid,2.0 Liter TFSI,Automatic,None,Unknown,47598
341,Lexus,GX 460 Base,2018,52100,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,38000
342,BMW,X1 sDrive28i,2014,50100,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,10795
343,Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,32400
344,RAM,1500 Big Horn,2021,70968,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,34000
345,BMW,M4 Base,2015,26600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,53000
346,Tesla,Model X Long Range,2022,15443,Gasoline,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,None,Yes,84500
347,Volvo,S90 T5 Momentum,2018,95000,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,18000
348,Subaru,Impreza WRX Sti,2005,94000,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,19500
349,BMW,X6 xDrive40i,2020,45076,Gasoline,3.0 Liter Turbo,Automatic,None,Unknown,57998
350,Cadillac,CTS 2.0L Turbo Luxury,2014,110000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,11000
351,Land,Rover Discovery Sport HSE,2016,49083,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,None,Unknown,21590
352,Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,27500
353,Mercedes-Benz,CLK-Class CLK 350,2009,21500,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,18000
354,Land,Rover Range Rover Autobiography,2023,324,Gasoline,4.4 Liter,Automatic,None,Unknown,199998
355,Kia,Optima EX,2019,68166,Gasoline,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",Automatic,None,Unknown,20818
356,Toyota,Highlander SE,2018,53607,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Reported,Unknown,31853
357,Mercedes-Benz,Sprinter 4500 High Roof,2019,16813,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Unknown,Unknown,45900
358,BMW,X1 xDrive28i,2020,18200,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,29500
359,Audi,R8 5.2,2015,51000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,102000
360,Audi,S3 2.0T Tech Premium Plus,2018,16400,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,42800
361,Toyota,Tundra Hybrid TRD Pro,2022,7000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,None,Yes,75500
362,Audi,SQ5 3.0T Premium Plus,2022,8497,Gasoline,3.0L V6 24V GDI DOHC Turbo,Automatic,None,Unknown,52900
363,Audi,A6 2.0T Premium Plus,2016,68000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,20000
364,Lamborghini,Huracan EVO Base,2022,2523,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Manual,None,Unknown,288900
365,BMW,328 xi,2007,83000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,8995
366,Audi,SQ5 3.0T Prestige,2018,25000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,50000
367,Cadillac,Escalade Sport Platinum,2021,15689,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic,None,Unknown,97952
368,BMW,M235 i,2014,125450,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,17200
369,Kia,Telluride SX,2023,9822,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,None,Unknown,50998
370,Chevrolet,Express 3500 Base,2008,144000,Gasoline,323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,22000
371,GMC,Acadia SLE,2020,30900,Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,None,Yes,27654
372,BMW,X3 xDrive30i,2021,2492,Gasoline,2.0 Liter Turbo,Automatic,None,Unknown,41598
